model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
spline_logistic__context_diet_labels,2,0,"{""C"": 0.0001}",0.6843213206998102,"[0.6855905964565734, 0.6790157914567663, 0.687621992316843]",False
spline_logistic__context_diet_labels,2,1,"{""C"": 0.001}",0.6744624467535281,"[0.6857921485016452, 0.6629897588337589, 0.6737229569765975]",True
spline_logistic__context_diet_labels,2,2,"{""C"": 0.01}",0.6809481164457116,"[0.7076391990282361, 0.6616550584979943, 0.6726961463375949]",False
spline_logistic__context_diet_labels,2,3,"{""C"": 0.1}",0.7182904542488509,"[0.7498130613877688, 0.700658330806989, 0.7042076163048375]",False
spline_logistic__context_diet_labels,2,4,"{""C"": 1.0}",0.7499857214171904,"[0.7788416501425381, 0.7380211901602903, 0.7335796276017129]",False
spline_logistic__context_diet_labels,2,5,"{""C"": 10.0}",0.7591078234174571,"[0.7863745876127702, 0.7481021362805177, 0.7433528253854205]",False
spline_logistic__context_diet_labels,3,0,"{""C"": 0.0001}",0.6819437705811388,"[0.6795910102981058, 0.6877995447450407, 0.6782636105996245]",False
spline_logistic__context_diet_labels,3,1,"{""C"": 0.001}",0.6695929173402474,"[0.6659981153788407, 0.6772491308638521, 0.6653893232735956]",True
spline_logistic__context_diet_labels,3,2,"{""C"": 0.01}",0.676335451486989,"[0.6688091278302467, 0.6901148364761331, 0.6700086682816343]",False
spline_logistic__context_diet_labels,3,3,"{""C"": 0.1}",0.7033976893495237,"[0.6963397375173259, 0.7182357957537044, 0.6953576785393221]",False
spline_logistic__context_diet_labels,3,4,"{""C"": 1.0}",0.7260512055862539,"[0.7144614210062217, 0.7480082944126575, 0.7154969024121175]",False
spline_logistic__context_diet_labels,3,5,"{""C"": 10.0}",0.733319885052522,"[0.7185256326303568, 0.7587271249048967, 0.7227290414009603]",False
spline_logistic__context_diet_labels,4,0,"{""C"": 0.0001}",0.6836439421423992,"[0.6816164779895236, 0.6814916020023774, 0.6876885076171895]",False
spline_logistic__context_diet_labels,4,1,"{""C"": 0.001}",0.6696719628818112,"[0.669198055391186, 0.6653120260490444, 0.6743061276352477]",True
spline_logistic__context_diet_labels,4,2,"{""C"": 0.01}",0.6765076388679315,"[0.6805759186891043, 0.670565631154375, 0.678205600650567]",False
spline_logistic__context_diet_labels,4,3,"{""C"": 0.1}",0.713888073023061,"[0.7196435082928333, 0.705444949280717, 0.7163254951630602]",False
spline_logistic__context_diet_labels,4,4,"{""C"": 1.0}",0.7419240122119076,"[0.7434291759106211, 0.7283513593436926, 0.753430819878588]",False
spline_logistic__context_diet_labels,4,5,"{""C"": 10.0}",0.7504261036277284,"[0.750292765836355, 0.7353910670905077, 0.7649365751226576]",False
spline_logistic__context_diet_labels,5,0,"{""C"": 0.0001}",0.6818343346603537,"[0.6846990063930849, 0.6824906430871585, 0.6782587833289536]",False
spline_logistic__context_diet_labels,5,1,"{""C"": 0.001}",0.6654445437211577,"[0.6683606369853871, 0.6668067193159206, 0.6611831924497893]",False
spline_logistic__context_diet_labels,5,2,"{""C"": 0.01}",0.664928691065577,"[0.6621815732991774, 0.6678262228904425, 0.6651988470723545]",True
spline_logistic__context_diet_labels,5,3,"{""C"": 0.1}",0.6932184922937327,"[0.6859803598128568, 0.6941567938504878, 0.6999273127724952]",False
spline_logistic__context_diet_labels,5,4,"{""C"": 1.0}",0.719501613771422,"[0.7102239842537273, 0.7159056111874399, 0.7323984540782598]",False
spline_logistic__context_diet_labels,5,5,"{""C"": 10.0}",0.7275162547192398,"[0.7186775290534356, 0.7233303928403296, 0.7404836045654782]",False
spline_logistic__symptoms,1,0,"{""C"": 0.0001}",0.6810808973799892,"[0.6814239929297281, 0.6792565787991737, 0.6825324951672033]",False
spline_logistic__symptoms,1,1,"{""C"": 0.001}",0.6634006762024571,"[0.6647425612632977, 0.659488639930174, 0.6658650568830052]",False
spline_logistic__symptoms,1,2,"{""C"": 0.01}",0.6476592888763234,"[0.6482136410142719, 0.6407747926306788, 0.6539292331147533]",True
spline_logistic__symptoms,1,3,"{""C"": 0.1}",0.6556236699567143,"[0.6481436532539921, 0.6490305735983087, 0.6701974058830775]",False
spline_logistic__symptoms,1,4,"{""C"": 1.0}",0.670396493439633,"[0.6521275963142659, 0.666982057572309, 0.6933422772004275]",False
spline_logistic__symptoms,1,5,"{""C"": 10.0}",0.6750802558303327,"[0.652979790182393, 0.6732888357551556, 0.700506696307288]",False
spline_logistic__symptoms,2,0,"{""C"": 0.0001}",0.6840583942031305,"[0.6854439796995726, 0.6790687162473341, 0.6869865227207216]",False
spline_logistic__symptoms,2,1,"{""C"": 0.001}",0.6686925319383632,"[0.6796081962171648, 0.6591754639480069, 0.6666870346939265]",False
