model,feature,brier_increase,auc_drop,minimum_fold_brier_increase,maximum_fold_brier_increase,median_rank,best_rank,worst_rank,fraction_top3
random_forest__symptoms_diet_labels,soda_frequency,-4.9467288108423504e-05,-0.000850324344118735,-0.000675395775694565,0.0008263903327335953,36.0,8.0,43.0,0.0
random_forest__symptoms_diet_labels,soda_glasses_daily,4.551548567003808e-05,-4.418355654245126e-05,-0.00040292905700671787,0.0008112614427874809,36.0,9.0,42.0,0.0
random_forest__symptoms_diet_labels,teeth_remaining,0.0018384768207979128,0.008933885881084746,0.0009339932180814526,0.0029198799283505273,4.0,3.0,7.0,0.2
random_forest__symptoms_diet_labels,vegetable_days,0.00013990890748835308,0.0003488213059982917,-0.0003687110982656172,0.0003931744434236273,18.0,11.0,33.0,0.0
random_forest__symptoms_diet_labels,vegetable_portions,-5.916443764498165e-05,-0.00023130930874336108,-0.000214707594529584,0.0002733214116562799,33.0,18.0,41.0,0.0
random_forest__symptoms_diet_labels,water,2.2586785281791184e-06,-5.1823453506027824e-05,-0.0002021509576680458,0.0004920589308320567,29.0,8.0,37.0,0.0
random_forest__symptoms_diet_labels,wholegrain,0.00015333538848471813,4.424473240543269e-05,-0.0003465684604247843,0.0005375499601891154,12.0,8.0,44.0,0.0
spline_logistic__context_diet_labels,age,0.005744713038290849,0.041432623080379746,-0.0003506264832288497,0.01041573131210669,1.0,1.0,28.0,0.8
spline_logistic__context_diet_labels,born_chile,-5.8844457648856265e-05,-0.00031617361603004956,-9.604512297852751e-05,-2.1653388117881534e-05,26.0,23.0,33.0,0.0
spline_logistic__context_diet_labels,dairy_frequency,4.414352376497549e-05,1.2382378976779055e-05,-0.00012726816810508247,0.00022333888072643138,19.0,11.0,36.0,0.0
spline_logistic__context_diet_labels,dairy_type,-7.159355787437416e-05,-0.0011831143460919028,-0.0005729854840311299,0.00026556131844806543,23.0,15.0,37.0,0.0
spline_logistic__context_diet_labels,dental_access,6.878551292418122e-05,0.000194318851506917,-0.0007900030427427318,0.0006497400479469895,16.0,6.0,34.0,0.0
spline_logistic__context_diet_labels,dental_visit,0.0006104284416507074,0.004072194697888939,0.000406081255163443,0.0009110177348858106,5.0,4.0,13.0,0.0
spline_logistic__context_diet_labels,dental_visit_reason,0.0020398673734104496,0.010926280717803306,0.0008668707204410708,0.0041281493047927,3.0,1.0,3.0,1.0
spline_logistic__context_diet_labels,diabetes_reported,0.00013347560137485433,0.000745925917679762,-7.408502711441777e-05,0.0005395489238006091,17.0,10.0,28.0,0.0
spline_logistic__context_diet_labels,education,0.00023264868866550628,0.0022548208513044257,0.00011378278344838511,0.00038032926267710375,14.0,6.0,17.0,0.0
spline_logistic__context_diet_labels,fish,-0.0003956443291677922,-0.0027694777909387518,-0.0006176316572802987,-8.905390623665798e-05,34.0,31.0,38.0,0.0
spline_logistic__context_diet_labels,fruit_days,-0.00016818579723261462,-0.0014405551856588635,-0.0004397058216139893,0.00017649797609927686,33.0,13.0,35.0,0.0
spline_logistic__context_diet_labels,fruit_portions,-0.00013242269284900805,0.00018700983265879375,-0.0015109270497553784,0.0005469159519720102,11.0,8.0,38.0,0.0
spline_logistic__context_diet_labels,health_insurance,-5.192979100160146e-05,-0.0004521565178397799,-0.0002206709540059859,5.57398461457137e-05,25.0,17.0,29.0,0.0
spline_logistic__context_diet_labels,household_water_source,1.8999629918347825e-05,-6.372268730477512e-05,-0.00014206473480763427,0.0002395659911031245,27.0,15.0,31.0,0.0
spline_logistic__context_diet_labels,income_band,0.00028227079906461183,0.001953536541500009,2.3839211357656874e-05,0.0004942789265492242,13.0,4.0,19.0,0.0
spline_logistic__context_diet_labels,indigenous,7.181935666532539e-06,1.3241652355283287e-05,-5.185304718277606e-05,4.461783731558588e-05,21.0,18.0,25.0,0.0
spline_logistic__context_diet_labels,juice_frequency,-0.00014529841323996702,-0.0007781417495454846,-0.0006830982524194506,3.961915990968734e-05,23.0,19.0,33.0,0.0
spline_logistic__context_diet_labels,juice_glasses_daily,0.0006220414568454865,0.002665420638748053,0.00015359613908559887,0.0017728722477427683,9.0,4.0,14.0,0.0
spline_logistic__context_diet_labels,label_brand,-9.762211164472784e-05,-0.0013886226331958867,-0.0004114405526277953,0.00023410734462136484,27.0,11.0,38.0,0.0
spline_logistic__context_diet_labels,label_discounts,-0.00020033778998533082,-0.0005423753171093677,-0.0008703923237454392,9.112241285339496e-05,26.0,15.0,35.0,0.0
spline_logistic__context_diet_labels,label_health,8.650251877091749e-05,-0.000812014304235027,-0.00020094677865378774,0.0008844582684460145,32.0,7.0,32.0,0.0
spline_logistic__context_diet_labels,label_ingredients,-0.0003288018559424528,-0.0022511971074371975,-0.0013398011664132014,3.056029911787661e-05,30.0,22.0,37.0,0.0
spline_logistic__context_diet_labels,label_nutrition,-6.974798876910817e-05,-0.0006577450635959029,-0.0006437739830847666,0.00018133476023308727,18.0,12.0,32.0,0.0
spline_logistic__context_diet_labels,label_warnings,0.0003686906037155459,-0.00020900544624186457,-0.0001944729064547457,0.0016420920041025245,18.0,5.0,34.0,0.0
spline_logistic__context_diet_labels,legumes,0.0001095740911730094,0.00035217203138098265,-0.00017445858622599508,0.0005003190577200778,19.0,12.0,34.0,0.0
spline_logistic__context_diet_labels,oil,-1.0537015858015094e-05,-1.2589834840999306e-06,-5.959245833472848e-05,2.4018658032493034e-05,23.0,19.0,29.0,0.0
spline_logistic__context_diet_labels,region,0.0006288117600065725,0.003147961357526361,0.00023855200370736517,0.00180719307057966,8.0,3.0,12.0,0.2
spline_logistic__context_diet_labels,rural,-9.016339300368946e-06,-0.00014555941606647304,-3.835552253315666e-05,2.3541172894220307e-05,24.0,17.0,29.0,0.0
spline_logistic__context_diet_labels,rural_water_consumption,-5.6380531714205914e-05,-0.00027019133564785877,-0.00022226445312418242,-1.3400238141059173e-06,24.0,22.0,30.0,0.0
spline_logistic__context_diet_labels,sex,0.0007220550361983786,0.003759426777113259,0.00017138052524615644,0.0015490580553672861,6.0,4.0,14.0,0.0
spline_logistic__context_diet_labels,smoking_status,1.3727834740210348e-05,-0.0006005346261151712,-0.0001183687307784842,0.0001255379197337203,20.0,16.0,37.0,0.0
spline_logistic__context_diet_labels,soda_frequency,0.00011041474848460401,0.0013665397630686844,-0.0008409934298300448,0.000562222199461182,9.0,7.0,38.0,0.0
spline_logistic__context_diet_labels,soda_glasses_daily,0.00022447621175739312,0.0010870600833711166,-0.00043347907174712264,0.0007837416848385847,14.0,4.0,36.0,0.0
spline_logistic__context_diet_labels,teeth_remaining,0.0038717479024860764,0.026673308124733376,0.0028934492067199504,0.005284326614864126,2.0,2.0,2.0,1.0
spline_logistic__context_diet_labels,vegetable_days,0.00023057341955821548,0.0010583338530098586,-0.00042671293401336794,0.0006134126668736583,10.0,8.0,36.0,0.0
spline_logistic__context_diet_labels,vegetable_portions,-0.00017788604340030092,-9.458543920827093e-05,-0.0010462855670623384,0.0005190000037594011,30.0,11.0,38.0,0.0
spline_logistic__context_diet_labels,water,-0.0004149170341185005,-0.0025184084350854266,-0.0011820795929030903,5.074589181672251e-05,36.0,20.0,37.0,0.0
spline_logistic__context_diet_labels,wholegrain,4.709658675299993e-05,-4.9896092454628885e-05,-0.00029987362369517936,0.00019530953413032792,17.0,12.0,35.0,0.0
spline_logistic__symptoms_diet_labels,age,0.005709291395890466,0.03093092118190227,-0.00032381037129020074,0.01149236832578352,1.0,1.0,34.0,0.8
spline_logistic__symptoms_diet_labels,born_chile,-0.00010194037560390531,-0.0004590021845805475,-0.00030442290435317985,-1.6680543606362174e-05,33.0,27.0,36.0,0.0
spline_logistic__symptoms_diet_labels,dairy_frequency,9.475003482164492e-05,8.09442126325701e-05,-0.000160798439471449,0.0005793283505130919,20.0,12.0,43.0,0.0
spline_logistic__symptoms_diet_labels,dairy_type,-0.0001396855433518436,-0.0010493141991754198,-0.0005702746474292753,0.00024766620259364933,26.0,15.0,43.0,0.0
spline_logistic__symptoms_diet_labels,dental_access,-2.4404633364099952e-05,-0.000308094631104277,-0.0006814064806034026,0.0006450640358464765,19.0,7.0,38.0,0.0
spline_logistic__symptoms_diet_labels,dental_visit,0.0005730400707734071,0.002759922996615355,0.0003053735516551248,0.0008500808651014047,9.0,6.0,18.0,0.0
spline_logistic__symptoms_diet_labels,dental_visit_reason,0.0018717079433223306,0.009525749308952376,0.0011089145295194558,0.0031459147926342023,4.0,2.0,5.0,0.2
spline_logistic__symptoms_diet_labels,diabetes_reported,0.00017111031203043944,0.0009263596056617534,-7.552828212475937e-05,0.0005211448393880658,20.0,13.0,34.0,0.0
spline_logistic__symptoms_diet_labels,education,0.00024312628557264984,0.001017528312737901,0.00019564652822935956,0.00032220874563623216,16.0,11.0,20.0,0.0
spline_logistic__symptoms_diet_labels,fish,-0.0006571847829672598,-0.0032131965570022505,-0.0012668055801510814,-0.00010015635650485466,43.0,39.0,44.0,0.0
spline_logistic__symptoms_diet_labels,fruit_days,-0.00012938199784567157,-0.0007861939684045022,-0.0005632687625357124,0.00015396497067203806,38.0,15.0,40.0,0.0
spline_logistic__symptoms_diet_labels,fruit_portions,-8.784751004319515e-05,0.000581292380330653,-0.0014740723928387046,0.0005378821139258583,14.0,10.0,44.0,0.0
spline_logistic__symptoms_diet_labels,health_insurance,-0.00011917570579153082,-0.0004280539653430267,-0.00034552245882532584,5.5351946226323e-05,30.0,19.0,36.0,0.0
spline_logistic__symptoms_diet_labels,household_water_source,-0.00015261059590715,-0.0005971159519149067,-0.000975557420002321,0.0002465015094838985,28.0,19.0,41.0,0.0
spline_logistic__symptoms_diet_labels,income_band,0.000242147451948596,0.001325324524074927,-0.00029578338627864187,0.00045736835088662774,14.0,6.0,33.0,0.0
spline_logistic__symptoms_diet_labels,indigenous,-2.2768199211337966e-06,-4.1542292739349196e-05,-4.3521228513870856e-05,3.9398847697819096e-05,27.0,21.0,30.0,0.0
spline_logistic__symptoms_diet_labels,juice_frequency,1.0725771148664049e-05,-0.0005385563149471294,-0.0005335012956917906,0.0005231727142625431,23.0,13.0,37.0,0.0
spline_logistic__symptoms_diet_labels,juice_glasses_daily,0.0006686147089360236,0.002309647546928747,0.00014928681836230419,0.0014556455922926982,8.0,7.0,16.0,0.0
spline_logistic__symptoms_diet_labels,label_brand,-0.00012359401169725757,-0.0009208142218841059,-0.0003829615079922466,0.00024242256917552662,32.0,12.0,42.0,0.0
spline_logistic__symptoms_diet_labels,label_discounts,-0.0001396156222523054,-0.0007887331405125875,-0.0006832601962674378,7.888404490239421e-05,30.0,17.0,40.0,0.0
spline_logistic__symptoms_diet_labels,label_health,-4.03813690235025e-05,-0.0007889010973770746,-0.0008642026312331186,0.0009351890339219127,37.0,9.0,40.0,0.0
spline_logistic__symptoms_diet_labels,label_ingredients,-0.00033452956821298157,-0.001393926757481318,-0.0012039292740446128,2.3062978427673687e-05,34.0,24.0,42.0,0.0
spline_logistic__symptoms_diet_labels,label_nutrition,-0.00012344310191636924,-0.00024162822121756136,-0.0006590152230277369,0.00018066505914690056,20.0,14.0,39.0,0.0
spline_logistic__symptoms_diet_labels,label_warnings,0.0005078103166862057,0.00048133867226632225,-0.00018273017534216617,0.0016602503620761933,10.0,6.0,40.0,0.0
spline_logistic__symptoms_diet_labels,legumes,0.0001370087518528016,0.00036796561403342224,-0.00015646162726037915,0.00047705872746485744,21.0,14.0,38.0,0.0
spline_logistic__symptoms_diet_labels,oil,5.525707430277629e-05,0.0003172425837213519,-7.399758614108909e-05,0.0003604316414780373,28.0,16.0,31.0,0.0
spline_logistic__symptoms_diet_labels,oral_daily_activities,4.9152019949257164e-05,4.289710631284655e-05,-9.885833676648304e-06,0.00013293522982680273,25.0,22.0,34.0,0.0
spline_logistic__symptoms_diet_labels,oral_eating,0.0005695895957025573,0.002314959873652703,0.00015149356578542661,0.0019278515881215486,13.0,4.0,21.0,0.0
spline_logistic__symptoms_diet_labels,oral_health_selfrating,0.003928139558227171,0.019274951898538933,0.0017868992470824352,0.006680899068716828,3.0,1.0,3.0,1.0
spline_logistic__symptoms_diet_labels,oral_pain,0.0004892106845770721,0.0020333033769652322,-0.00017949063352654115,0.0010139787144861135,8.0,5.0,44.0,0.0
spline_logistic__symptoms_diet_labels,oral_social,0.00022332162798269936,0.0007063633970758877,-6.655071242820388e-05,0.0006655774203966957,20.0,11.0,38.0,0.0
spline_logistic__symptoms_diet_labels,oral_speech,-0.00014974606672576266,-0.0008788596045471735,-0.001064004739165253,0.0004206379844518382,29.0,16.0,42.0,0.0
spline_logistic__symptoms_diet_labels,region,0.0007960404858712919,0.003867743333753772,0.00028648203529999525,0.0018367460659362179,7.0,3.0,13.0,0.2
spline_logistic__symptoms_diet_labels,rural,-2.1818887349105557e-05,-0.0002786770457393103,-7.460863636731263e-05,1.834797843143776e-05,29.0,21.0,35.0,0.0
spline_logistic__symptoms_diet_labels,rural_water_consumption,-1.8417543604548718e-05,-0.0001623782172790579,-0.0002315779647518723,0.00015802523535607405,30.0,23.0,31.0,0.0
spline_logistic__symptoms_diet_labels,sex,0.0007536396728127528,0.0035182526663426225,0.00013673078603038125,0.0017711837345976643,9.0,5.0,18.0,0.0
spline_logistic__symptoms_diet_labels,smoking_status,-6.09763315320874e-05,-0.00023906380625707767,-0.00023645814151657674,8.01851317594804e-05,31.0,24.0,41.0,0.0
spline_logistic__symptoms_diet_labels,soda_frequency,9.505190314952695e-05,6.437102494956482e-05,-0.0007988739127436362,0.0005834466529048398,24.0,8.0,44.0,0.0
spline_logistic__symptoms_diet_labels,soda_glasses_daily,0.00015198445181620394,0.00042054631679213646,-0.0004237449031242957,0.0007531576094048364,21.0,5.0,42.0,0.0
spline_logistic__symptoms_diet_labels,teeth_remaining,0.0035035545523971,0.018536011129104888,0.0018295649410869585,0.0059755127085625356,2.0,2.0,4.0,0.8
spline_logistic__symptoms_diet_labels,vegetable_days,0.00013754026158077412,0.0013925676704032116,-0.0006824779522354385,0.0005426772153471315,12.0,11.0,39.0,0.0
spline_logistic__symptoms_diet_labels,vegetable_portions,-0.0002692718337133749,-0.00044774895451191914,-0.0016040199594252902,0.0005460481593222655,36.0,11.0,44.0,0.0
spline_logistic__symptoms_diet_labels,water,-0.00043712240890211363,-0.0017696353415460006,-0.0012684625330868005,1.539880790127346e-05,37.0,26.0,43.0,0.0
spline_logistic__symptoms_diet_labels,wholegrain,2.5473305982897214e-05,-0.00021081651453234914,-0.00027723737361967096,0.00016548708145238677,22.0,17.0,41.0,0.0
