model,variable,level,n,events,prevalence,auc,average_precision,brier,log_loss,sensitivity,specificity,ppv,npv,accuracy,balanced_accuracy,mean_prediction,calibration_intercept,calibration_slope,joint_calibration_intercept,calibration_status
random_forest__symptoms_diet_labels,education,Intermediate,2811,1536,0.5647732498189988,0.639773033012692,0.6923503073224359,0.23179497199129,0.6553971079944337,0.7681102645056467,0.3954044745514838,0.6224430635718219,0.5678513581776944,0.6058987347702535,0.5817573695285653,0.553644977870055,0.04706274368114211,1.2358477400711665,6.330883623057526e-05,Estimated
random_forest__symptoms_diet_labels,education,Low,1008,606,0.6019000500203198,0.623851587634647,0.7074551763611998,0.2283930301255024,0.648408757263699,0.9347328867486203,0.20370501095401253,0.6396117425304194,0.6736623284560204,0.6437107259610352,0.5692189488513164,0.6081665159035046,-0.02701203623101811,1.3307711159060893,-0.1671910467791465,Estimated
hist_gradient_boosting__context_diet_labels,sex,Female,3125,1579,0.5080101397128755,0.5758590364590297,0.5991119367656397,0.24667952546774644,0.6862642893428796,0.5853127647170162,0.5034378774005165,0.5489628466376819,0.5403849430097717,0.5450311503451475,0.5443753210587663,0.5171642234792069,-0.03866517458095399,0.6199447706581656,-0.01281150971495832,Estimated
hist_gradient_boosting__context_diet_labels,sex,Male,1911,1110,0.5843928095576381,0.6342508774329916,0.7032359846472946,0.23154943894384916,0.6549138620771718,0.7664728516528725,0.3897937877623355,0.6384943467308575,0.5427669192832068,0.6099223242108676,0.578133319707604,0.5741075003610581,0.04503055057004727,0.8655569392771224,0.081857388520021,Estimated
hist_gradient_boosting__context_diet_labels,age_group,15–24,729,280,0.40858932174513063,0.5200470324075261,0.4283707560798571,0.24875370361777188,0.6908142033178682,0.27458608477165247,0.7242564515245064,0.407573251596385,0.5910247490112625,0.5405259413640736,0.4994212681480794,0.43796122042801333,-0.125178880845663,0.1791658698324331,-0.32414334025476543,Estimated
hist_gradient_boosting__context_diet_labels,age_group,25–44,1569,828,0.5706988102525066,0.562656919336574,0.646307616596153,0.24602526381118472,0.6851567129347338,0.6474053731743993,0.4355197806025871,0.6039067523902778,0.481637846131502,0.5564426361929676,0.5414625768884932,0.5453979327990768,0.10808797492115642,0.47895654799495674,0.19466817098606495,Estimated
hist_gradient_boosting__context_diet_labels,age_group,45–64,1759,1034,0.5956123883526976,0.6473383438436411,0.7226532068075557,0.22688886555860585,0.6447637083249299,0.8521945003616385,0.2787443680003816,0.6350717924161341,0.5614826884253905,0.6202983709372404,0.56546943418101,0.6028464594606341,-0.03173122221396662,1.0864017471346328,-0.06594869395424126,Estimated
hist_gradient_boosting__context_diet_labels,age_group,65+,979,547,0.572307948438002,0.643921612793902,0.6975659189535999,0.2304046547301813,0.6525915853797966,0.8517362075091159,0.2683838314019938,0.6090437953862211,0.5749683372068823,0.6022410329882946,0.5600600194555548,0.584518461693854,-0.05218995526498003,1.2549358018479235,-0.1355420146077123,Estimated
hist_gradient_boosting__context_diet_labels,rural,Rural,760,431,0.5786100342788364,0.6274205625539271,0.6637697187395252,0.23434703677179625,0.6625476726662467,0.8108202935296268,0.36085386625310434,0.6352909960260795,0.581444405132465,0.6212089561638985,0.5858370798913656,0.5870737007357199,-0.03730309775240544,0.7568164765886456,0.045250484328647686,Estimated
hist_gradient_boosting__context_diet_labels,rural,Urban,4276,2258,0.5425478430641759,0.6082549689815582,0.6604073158843196,0.23964160230922615,0.6714626962583115,0.6663888834988906,0.46102574824327885,0.594550559666332,0.538144225248155,0.5724450743211076,0.5637073158710847,0.5408561101590548,0.0072426080120097,0.7850506595713037,0.0398250509866783,Estimated
hist_gradient_boosting__context_diet_labels,education,High,1179,525,0.4824216379512012,0.5474215920367999,0.5699886356851089,0.24965418594641559,0.6927917955700902,0.4881585899622655,0.5889165691451179,0.5253536626294943,0.5524592631047572,0.5403087397910733,0.5385375795536917,0.49685440924431556,-0.0602811946234565,0.49829279772260854,-0.06551822898495209,Estimated
hist_gradient_boosting__context_diet_labels,education,Intermediate,2811,1536,0.5647732498189988,0.6179823191907519,0.6823480529768047,0.2360252630443182,0.6637687687240493,0.7129183639542952,0.42448377681893695,0.6164853321060084,0.5325912255375985,0.5873839159555745,0.5687010703866161,0.5535805646544623,0.0485323414295963,0.8104802003609786,0.08571681541538814,Estimated
hist_gradient_boosting__context_diet_labels,education,Low,1008,606,0.6019000500203198,0.6254946929388978,0.6945171060801048,0.23073159590438633,0.654165531813162,0.8839252665903385,0.18651162338357224,0.6216198085302292,0.5152130595054856,0.6062849301145785,0.5352184449869554,0.6147010118264201,-0.056401124256203354,0.8700963150183767,0.002088113487359918,Estimated
hist_gradient_boosting__symptoms_diet_labels,sex,Female,3125,1579,0.5080101397128755,0.6085299444515576,0.6116787275470095,0.24228870953800968,0.6778949079791252,0.6221676596884277,0.554250737010323,0.5903702798035252,0.5868899557308086,0.5887532223888956,0.5882091983493754,0.5173018315729468,-0.03978107846489001,0.7163205555869481,-0.02057387308811483,Estimated
hist_gradient_boosting__symptoms_diet_labels,sex,Male,1911,1110,0.5843928095576381,0.6510209089559491,0.7157824053287201,0.2272794805538441,0.6460219020463467,0.7595797592596166,0.4244976525619769,0.6498442902766383,0.5566766815946855,0.620317226327503,0.5920387059107968,0.5747982671305553,0.04256640941347109,0.9196654381515663,0.0641813265321731,Estimated
hist_gradient_boosting__symptoms_diet_labels,age_group,15–24,729,280,0.40858932174513063,0.5772637111696479,0.4752536411173722,0.2405815091068027,0.674594238095359,0.3113157845059335,0.7721030816837509,0.4855326025927491,0.6187238980853775,0.5838303124610945,0.5417094330948422,0.4361718369294665,-0.11878111792739102,0.5635189473646405,-0.22494943286211475,Estimated
hist_gradient_boosting__symptoms_diet_labels,age_group,25–44,1569,828,0.5706988102525066,0.5865609455339094,0.6467733397547879,0.2434232014179726,0.6812270295230882,0.6828575778301286,0.461708027641844,0.6277527388821608,0.5227041050917627,0.5879178128221749,0.5722828027359863,0.5462669212046913,0.10561351560587186,0.5368944465838551,0.18172930077045396,Estimated
hist_gradient_boosting__symptoms_diet_labels,age_group,45–64,1759,1034,0.5956123883526976,0.6618301152178007,0.7461869430808376,0.22294033929592083,0.6354953054110897,0.8437488382797299,0.33116251092167054,0.6501116465248817,0.5899910196819795,0.6364652775963419,0.5874556746007003,0.6051348393403126,-0.04246936639923368,1.0955850740467705,-0.08082713733732685,Estimated
hist_gradient_boosting__symptoms_diet_labels,age_group,65+,979,547,0.572307948438002,0.6702183930343034,0.7233175629354327,0.22575686208081777,0.6425823094121585,0.8162375504054438,0.3405570834932644,0.6235359356097719,0.5807042521977486,0.6127927956238046,0.5783973169493541,0.5817903549391239,-0.041087232632304745,1.2493957484053424,-0.11954170746936187,Estimated
hist_gradient_boosting__symptoms_diet_labels,rural,Rural,760,431,0.5786100342788364,0.6546291882252199,0.6768540089787687,0.22971113582144587,0.6550807446572657,0.7953507603253706,0.4232761304791843,0.6544119712085218,0.6010056846754726,0.6385622448087714,0.6093134454022774,0.5869088553597777,-0.03698900329843199,0.8102395907362131,0.026156476632489812,Estimated
hist_gradient_boosting__symptoms_diet_labels,rural,Urban,4276,2258,0.5425478430641759,0.6313237300987322,0.6735928956830285,0.23534789196890363,0.66269215337148,0.683394181666804,0.5023386086126101,0.6195776337295877,0.572244094257787,0.6005699192479114,0.5928663951397071,0.5413406713729225,0.00523947154565957,0.8495830432861109,0.02771786002081263,Estimated
hist_gradient_boosting__symptoms_diet_labels,education,High,1179,525,0.4824216379512012,0.5893821827675214,0.5898149729832133,0.24394524783968716,0.6822099739554304,0.5307880838587725,0.5961972116473677,0.5505996461578723,0.5768509491963545,0.5646424330826342,0.5634926477530702,0.49570725403751514,-0.05618925328663016,0.6792268197645548,-0.06194940991709358,Estimated
hist_gradient_boosting__symptoms_diet_labels,education,Intermediate,2811,1536,0.5647732498189988,0.6350905725116672,0.686920742256093,0.23314985121087575,0.6582568334984967,0.7196670131237394,0.4833918596133249,0.6438379288540905,0.5705982301849748,0.6168337459128845,0.6015294363685322,0.5540111114733102,0.047279037550476834,0.8265967509510567,0.08091238397790705,Estimated
hist_gradient_boosting__symptoms_diet_labels,education,Low,1008,606,0.6019000500203198,0.6475206779693105,0.7353234576671284,0.22383226134266818,0.6378901157016401,0.87584682941278,0.2622545008633382,0.6422126370864937,0.5828322675840835,0.6315757541093318,0.5690506651380591,0.6186163841320482,-0.07480298377909958,1.0704435164479003,-0.1074371257183788,Estimated
mlp__context_diet_labels,sex,Female,3125,1579,0.5080101397128755,0.47848767963961125,0.49798590660544106,0.2516665677575335,0.69649978445289,1.0,0.0,0.5080101397128755,,0.5080101397128755,0.5,0.5450458914534816,-0.14865579656584343,-3.691801454236306,0.6992685524770177,Estimated
mlp__context_diet_labels,sex,Male,1911,1110,0.5843928095576381,0.49244801373233393,0.5871290137049591,0.24468445708864817,0.6824942088380723,1.0,0.0,0.5843928095576382,,0.5843928095576382,0.5,0.545225381930748,0.15946245315211502,-2.789676480915427,0.847419583541891,Estimated
mlp__context_diet_labels,age_group,15–24,729,280,0.40858932174513063,0.4477877455842115,0.37639172790893877,0.26108817823631336,0.7154027074219669,1.0,0.0,0.40858932174513063,,0.40858932174513063,0.5,0.5451764007346238,-0.5510934432406762,-9.070850489535305,1.269334140680237,Estimated
mlp__context_diet_labels,age_group,25–44,1569,828,0.5706988102525066,0.5191222529026521,0.6055391808192436,0.24572386080368458,0.6845765366407577,1.0,0.0,0.5706988102525066,,0.5706988102525066,0.5,0.5453059728894951,0.1029975626243228,-0.44026129847857576,0.36473052721974547,Estimated
