domain,variable,description,kind,domain_n,observed_n,missing_n,df,units,row_type,level,n,estimate,weighted_sd,ci_low,ci_high,se
No caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,category,Almost always,59,1.9101905966571093,,1.2043263041686145,3.01713261521166,0.44731684910783154
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,category,Almost never,100,3.048369353973375,,2.0851781703342733,4.436322016086983,0.5868578060964977
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,category,Always,94,2.936060932190848,,2.0968638152867767,4.09706253622529,0.5014019775943812
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,category,Never,2219,84.88112490843987,,81.95802429917183,87.40342331352534,1.3851870536134205
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,category,Sometimes,217,7.22425420873879,,5.56658160607602,9.32681052692423,0.9508294220003598
Caries,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,category,Almost always,106,1.727784037911381,,1.2422943418552779,2.3983958115738617,0.28971062365094746
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,category,Almost never,180,3.03053743936053,,2.248831010651016,4.072648442682669,0.45881031879854656
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,category,Always,143,2.5477215623765694,,1.9381669565357025,3.3424471442910857,0.35389379933997256
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,category,Never,4236,85.6360465112663,,83.55286750994625,87.49486220542003,1.0033472148152935
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,category,Sometimes,371,7.057910449085226,,5.7477244566505075,8.639376159210048,0.7332662535528881
Total,oral_speech,Frequency of discomfort from teeth or dentures when speaking,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,category,Almost always,67,2.349102713079134,,1.6148037665898791,3.4057503660294155,0.4469348334699369
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,category,Almost never,95,3.0291376260937355,,2.144890911785752,4.262044130721992,0.5303213633019547
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,category,Always,64,1.9439067380160342,,1.3659027774734953,2.759659096003571,0.34850130545339286
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,category,Never,1931,84.42572285708628,,81.81513873074574,86.72235736704224,1.2488992596555033
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,category,Sometimes,190,8.252130065724812,,6.495459296831949,10.430887364142242,0.9967626689028839
No caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,category,Almost always,116,4.532079109198767,,3.1865938460372263,6.408069693626614,0.8075132418724459
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,category,Almost never,112,4.313513199910321,,3.134620220174918,5.908728513379879,0.6972691910917607
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,category,Always,103,3.190805030788941,,2.288024220688892,4.433631358648672,0.538173526857002
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,category,Never,2071,77.59574291239782,,74.81103620899212,80.15426059232237,1.3617484565786004
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,category,Sometimes,287,10.367859747704143,,8.576318628055798,12.482545776248779,0.9921517889836212
Caries,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,category,Almost always,183,3.5418435442813854,,2.6846688876341416,4.659596923956934,0.4978375002678087
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,category,Almost never,207,3.730898392821655,,2.9319193190142006,4.73698235685545,0.4562430627094761
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,category,Always,167,2.625190561693769,,2.036288987002327,3.3785307800712387,0.3387814706541758
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,category,Never,4002,80.69393905456643,,78.7223240570742,82.52342003051437,0.968406669031617
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,category,Sometimes,477,9.408128446636765,,8.047304128675522,10.971614991748428,0.7433777399431911
Total,oral_eating,Frequency of discomfort from teeth or dentures when eating,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Almost always,30,0.92255561058545,,0.5591626476030617,1.5185068722681583,0.23494367618092163
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Almost never,83,2.910364259436697,,1.8866343416196307,4.464316798461925,0.639330087333528
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Always,34,1.8104623873789998,,1.028958039531092,3.1665367032186955,0.5190749645502164
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Never,2126,91.59423935306215,,89.38969497013368,93.37468611098544,1.009451181070144
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Sometimes,74,2.7623783895366967,,1.8608867697479115,4.08242353056297,0.553394232359915
No caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Almost always,53,1.8430210991138964,,1.1247169509444541,3.0061251475815123,0.46204224845554265
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Almost never,92,3.7988912968883746,,2.7133666048745395,5.295060297832597,0.6476494310587503
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Always,56,1.6678498393099674,,1.0941529748833043,2.534644274912021,0.3571965295977786
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Never,2346,88.52035736420643,,86.07594981161765,90.58259158222259,1.1447231905287196
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Sometimes,142,4.1698804004813335,,3.123138398552067,5.547356609310149,0.6107577566929001
Caries,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Almost always,83,1.4254821533698547,,0.9791886992513957,2.0709325413099977,0.27216059429268197
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Almost never,175,3.3958401807886696,,2.549568466252141,4.510012584619895,0.4937730615109616
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Always,90,1.7325413391138462,,1.223226373805419,2.4486628330196156,0.30651020049532374
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Never,4472,89.91472299872935,,88.14821180329395,91.44349367268532,0.8375897643268561
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Sometimes,216,3.5314133279982785,,2.7845487919009315,4.469390332079596,0.4259161359124503
Total,oral_daily_activities,Frequency of interference with daily activities from teeth or dentures,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Almost always,38,0.9848376748706471,,0.6421616051906281,1.5076009951828138,0.214232144098372
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Almost never,83,2.9701858797747613,,1.9281817404665003,4.549176634159031,0.6502423450570884
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Always,42,2.2196261414761076,,1.3512725609948626,3.6254922190452983,0.5587097566144589
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Never,2111,91.39530106339303,,89.21543011662938,93.1682977617258,1.0017465314002751
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,category,Sometimes,73,2.4300492404854523,,1.6765861394200543,3.5100330945023135,0.4577630438823091
No caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Almost always,56,1.8535293363707641,,1.1646223641857671,2.9378312458460445,0.43729933930898063
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Almost never,89,3.128223080491679,,2.1611829784464325,4.508036044840192,0.5864525523822276
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Always,61,1.6229147877090595,,1.061493628830524,2.473845602027435,0.3500631751684653
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Never,2332,88.34136237205298,,85.82891337408283,90.45789161851798,1.1757791918180927
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,category,Sometimes,151,5.053970423375521,,3.8547782294449244,6.600610714013845,0.6930683934817435
Caries,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Almost always,94,1.4594758872846179,,1.0290162906953222,2.066246585614729,0.25933352341713006
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Almost never,172,3.056534693476567,,2.2634125061201944,4.115871116847844,0.4659407983849674
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Always,103,1.8935933005598902,,1.364112511291871,2.6231267009056634,0.31560164580605776
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Never,4443,89.72668138448834,,87.96106695709184,91.25908487129098,0.8383882785263613
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,category,Sometimes,224,3.863714734190581,,3.1007879576752586,4.805045894202856,0.43136235400324074
Total,oral_social,Frequency of interference with social relationships from teeth or dentures,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,fish,Fish/seafood consumption frequency,categorical,2347,2347,0,1045,percent,category,Less than once/month or never,784,32.08079601593059,,28.835877868771302,35.50866702304012,1.7023500198803854
No caries,fish,Fish/seafood consumption frequency,categorical,2347,2347,0,1045,percent,category,Less than three times/month,559,23.051065207727355,,20.178555473581813,26.198279462518027,1.5343726387289127
No caries,fish,Fish/seafood consumption frequency,categorical,2347,2347,0,1045,percent,category,More than once/week,227,8.140613486807279,,6.536539015849671,10.095809040413126,0.9023076814500048
No caries,fish,Fish/seafood consumption frequency,categorical,2347,2347,0,1045,percent,category,Once/week,777,36.72752528953477,,33.05919120664465,40.556296050244356,1.9136247256586563
No caries,fish,Fish/seafood consumption frequency,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,fish,Fish/seafood consumption frequency,categorical,2689,2689,0,1045,percent,category,Less than once/month or never,936,32.93050284564035,,29.627880150251766,36.410790341591316,1.730577221852027
Caries,fish,Fish/seafood consumption frequency,categorical,2689,2689,0,1045,percent,category,Less than three times/month,611,22.935280732249286,,20.15077326089313,25.97937352801796,1.4856054974824222
Caries,fish,Fish/seafood consumption frequency,categorical,2689,2689,0,1045,percent,category,More than once/week,265,9.534240476479752,,7.778425133594642,11.63638469594425,0.9791584017248176
Caries,fish,Fish/seafood consumption frequency,categorical,2689,2689,0,1045,percent,category,Once/week,877,34.59997594563061,,31.217791472181233,38.1453754537229,1.7676997382306836
Caries,fish,Fish/seafood consumption frequency,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,fish,Fish/seafood consumption frequency,categorical,5036,5036,0,1045,percent,category,Less than once/month or never,1720,32.54506124213632,,30.02704284570028,35.1681099702169,1.3109529492546927
Total,fish,Fish/seafood consumption frequency,categorical,5036,5036,0,1045,percent,category,Less than three times/month,1170,22.98780255781162,,20.91932338689041,25.19564631354901,1.0898211528182344
Total,fish,Fish/seafood consumption frequency,categorical,5036,5036,0,1045,percent,category,More than once/week,492,8.902067351815878,,7.696057254966629,10.276025523453706,0.6559929461549775
Total,fish,Fish/seafood consumption frequency,categorical,5036,5036,0,1045,percent,category,Once/week,1654,35.56506884823618,,33.00140335480472,38.21429621415547,1.3293795016394065
Total,fish,Fish/seafood consumption frequency,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,At least once/month,107,4.974364981490855,,3.619604983293779,6.800412374542882,0.7999842560707235
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,At least once/week,426,17.348351213667385,,14.821845594737052,20.20337157445909,1.3701637097887363
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,At least three times/day,152,5.739866664870111,,4.365185938042456,7.513449321057419,0.7947919659014787
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,Every other day,419,19.031851631348616,,16.40048429011101,21.97443362579011,1.4197315575189218
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,Less than three times/day,183,10.589007120553688,,8.17743391930512,13.60638280508092,1.3753699782408584
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,Never,169,6.003215891273409,,4.525854528213789,7.922808967504329,0.8572035516822089
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,category,Once/day,891,36.31334249679593,,32.74810307955352,40.03565970789792,1.859939184704477
No caries,dairy_frequency,Dairy consumption frequency,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,At least once/month,173,6.540774412509307,,4.9693523807582345,8.564332502650213,0.9079239493283381
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,At least once/week,551,19.834912909833843,,17.340430289552916,22.590167713461675,1.337419211360093
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,At least three times/day,155,6.579198058796034,,5.066012984649607,8.5038749040406,0.8689865997836161
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,Every other day,494,19.72374710773704,,16.730237804414834,23.10426384222305,1.6236422574776186
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,Less than three times/day,210,6.839090900417477,,5.361436843452484,8.686617353973922,0.8414882795628448
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,Never,236,8.829571091835508,,7.048937288594678,11.006747678284672,1.003342394624401
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,category,Once/day,870,31.65270551887079,,28.69608761223657,34.76542415435328,1.548050639811347
Caries,dairy_frequency,Dairy consumption frequency,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,At least once/month,280,5.830224206573198,,4.742687294352904,7.148427818123501,0.6097762258128702
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,At least once/week,977,18.706965841655663,,16.80931869117039,20.765368868669054,1.0077993390994786
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,At least three times/day,307,6.198462931061935,,5.113282034525054,7.495756016930634,0.604355690439638
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,Every other day,913,19.409891442992727,,17.42094663802577,21.566609311301683,1.0561736869337846
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,Less than three times/day,393,8.54011726663932,,7.04869806721182,10.312093539434517,0.8283806981414508
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,Never,405,7.547487857376015,,6.305879764598969,9.010055482212023,0.6865787545469547
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,category,Once/day,1761,33.76685045370114,,31.3543633982929,36.26689212830563,1.252629316742894
Total,dairy_frequency,Dairy consumption frequency,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2347,2347,0,1045,percent,category,Full fat,1155,51.23396209173862,,47.49103057587495,54.96310636347436,1.9075221921047911
No caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2347,2347,0,1045,percent,category,No dairy,169,6.003215891273409,,4.525854528213789,7.922808967504329,0.8572035516822089
No caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2347,2347,0,1045,percent,category,Reduced fat,1023,42.762822016987975,,39.042322565059315,46.567020236059676,1.9209278172306243
No caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2689,2689,0,1045,percent,category,Full fat,1413,54.20450831607112,,50.76124207848536,57.60807442893447,1.7473641715012038
Caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2689,2689,0,1045,percent,category,No dairy,236,8.829571091835508,,7.048937288594678,11.006747678284672,1.003342394624401
Caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2689,2689,0,1045,percent,category,Reduced fat,1040,36.965920592093376,,33.68467067033191,40.372212119613785,1.7063953990182619
Caries,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,5036,5036,0,1045,percent,category,Full fat,2568,52.85701755813446,,50.27098480608196,55.42780544939638,1.3151787527160517
Total,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,5036,5036,0,1045,percent,category,No dairy,405,7.547487857376015,,6.305879764598969,9.010055482212023,0.6865787545469547
Total,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,5036,5036,0,1045,percent,category,Reduced fat,2063,39.59549458448953,,37.04613415466074,42.20268326213198,1.3150556628379308
Total,dairy_type,"Usual dairy fat content, with structural category for nonconsumers",categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,At least once/month,209,9.076929153065537,,7.269381321208288,11.279258971079638,1.0167813657845846
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,At least once/week,278,11.876007216644267,,9.844620649185122,14.260258616997252,1.1220895845793821
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,Daily,385,17.698446148225976,,14.943576334874962,20.836765733626006,1.5003806104868636
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,Every other day,213,8.282396779624994,,6.5208670125689965,10.46650187076775,0.9993732308547485
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,More than once/day,63,4.016673868835201,,2.648345332192033,6.048059149857876,0.8461746159655253
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,category,Never,1199,49.049546833604026,,45.19840766462301,52.91200036662035,1.969421055617847
No caries,wholegrain,Wholegrain consumption frequency,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,At least once/month,228,8.774809828870488,,7.1711946058399745,10.695706209627383,0.8943725484853838
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,At least once/week,314,11.941599638641282,,9.952705432988258,14.264980968953589,1.0960096930875747
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,Daily,326,12.85428432547024,,10.691519705770608,15.379210867962364,1.1916550981913285
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,Every other day,203,7.324892682625654,,5.767702207882102,9.26118176464054,0.8844820624054316
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,More than once/day,53,2.945545432989545,,1.8994951625629,4.540989361698724,0.6547690752974166
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,category,Never,1565,56.158868091402795,,52.6577237940664,59.599741240333096,1.7717087401732017
Caries,wholegrain,Wholegrain consumption frequency,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,At least once/month,437,8.91185634032088,,7.667897764420347,10.335032711713025,0.6780613653691333
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,At least once/week,592,11.911845790104042,,10.525502908940977,13.453332216607594,0.7451525135387158
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,Daily,711,15.051679280190978,,13.146755422583151,17.1780292989091,1.0262308105350595
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,Every other day,416,7.75923297695419,,6.516937916208574,9.214997630960802,0.6852003074176556
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,More than once/day,116,3.431427677824668,,2.522082164904016,4.6529905162909735,0.5357722486572497
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,category,Never,2764,52.933957934605246,,50.10069803020476,55.74843651540916,1.440635057839729
Total,wholegrain,Wholegrain consumption frequency,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,legumes,Legume consumption frequency,categorical,2347,2347,0,1045,percent,category,At least once/week,1209,50.68205359596784,,46.6854011280196,54.670007734492266,2.038907189359424
No caries,legumes,Legume consumption frequency,categorical,2347,2347,0,1045,percent,category,At least twice/week,594,22.001660528791593,,18.746256062127134,25.643968908539815,1.75798060011944
No caries,legumes,Legume consumption frequency,categorical,2347,2347,0,1045,percent,category,Less than once/month or never,289,13.237893455683972,,10.742388095020013,16.207848028034284,1.388642752517699
No caries,legumes,Legume consumption frequency,categorical,2347,2347,0,1045,percent,category,One to three times/month,255,14.078392419556602,,11.51372098001959,17.103917211187916,1.421023118208672
No caries,legumes,Legume consumption frequency,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,legumes,Legume consumption frequency,categorical,2689,2689,0,1045,percent,category,At least once/week,1326,48.58354241404456,,45.312800684818704,51.86646137736797,1.6723416142569019
Caries,legumes,Legume consumption frequency,categorical,2689,2689,0,1045,percent,category,At least twice/week,709,25.110048747011355,,22.502114971011046,27.911376727925237,1.3789532198956687
Caries,legumes,Legume consumption frequency,categorical,2689,2689,0,1045,percent,category,Less than once/month or never,312,12.159339057235158,,10.192882175887053,14.444156344291908,1.0807340177410927
Caries,legumes,Legume consumption frequency,categorical,2689,2689,0,1045,percent,category,One to three times/month,342,14.147069781708932,,11.8705363988895,16.777083322941674,1.247964874968991
Caries,legumes,Legume consumption frequency,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,legumes,Legume consumption frequency,categorical,5036,5036,0,1045,percent,category,At least once/week,2535,49.53546310792427,,46.990650782475825,52.08268461842024,1.298630628975095
Total,legumes,Legume consumption frequency,categorical,5036,5036,0,1045,percent,category,At least twice/week,1303,23.70003049453608,,21.63202742453768,25.900393804295614,1.0878434012758917
Total,legumes,Legume consumption frequency,categorical,5036,5036,0,1045,percent,category,Less than once/month or never,601,12.648589846176606,,10.9969066487791,14.507910668003184,0.8933838736381919
Total,legumes,Legume consumption frequency,categorical,5036,5036,0,1045,percent,category,One to three times/month,597,14.115916551363044,,12.382547044888462,16.047490090078202,0.9329058958081348
Total,legumes,Legume consumption frequency,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,fruit_days,Fruit consumption days in a typical week,numeric,2347,2347,0,1045,days/week,mean,Mean,2347,4.389043583202011,2.4857810098081368,4.189247609721523,4.588839556682499,0.10182052693215586
No caries,fruit_days,Fruit consumption days in a typical week,numeric,2347,2347,0,1045,days/week,missing,Missing,0,,,,,
Caries,fruit_days,Fruit consumption days in a typical week,numeric,2689,2689,0,1045,days/week,mean,Mean,2689,4.225539907313734,2.551953888576218,4.054082744184655,4.396997070442812,0.08737843106633103
Caries,fruit_days,Fruit consumption days in a typical week,numeric,2689,2689,0,1045,days/week,missing,Missing,0,,,,,
Total,fruit_days,Fruit consumption days in a typical week,numeric,5036,5036,0,1045,days/week,mean,Mean,5036,4.2997079813007435,2.52346508520419,4.16857720161787,4.430838760983617,0.06682719802478178
Total,fruit_days,Fruit consumption days in a typical week,numeric,5036,5036,0,1045,days/week,missing,Missing,0,,,,,
No caries,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,2347,2347,0,1045,portions/consumption day,mean,Mean,2347,1.8995097409786155,1.8353234131892546,1.7768944230428732,2.022125058914358,0.062487526974062464
No caries,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,2347,2347,0,1045,portions/consumption day,missing,Missing,0,,,,,
Caries,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,2689,2689,0,1045,portions/consumption day,mean,Mean,2689,2.005058043755884,2.2744333774644585,1.8334077402263815,2.1767083472853863,0.08747685976336865
Caries,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,2689,2689,0,1045,portions/consumption day,missing,Missing,0,,,,,
Total,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,5036,5036,0,1045,portions/consumption day,mean,Mean,5036,1.957179521838512,2.0873894815475267,1.8399299544988108,2.074429089178213,0.0597530196486243
Total,fruit_portions,Fruit portions on a consumption day; zero for nonconsumers,numeric,5036,5036,0,1045,portions/consumption day,missing,Missing,0,,,,,
No caries,vegetable_days,Vegetable consumption days in a typical week,numeric,2347,2347,0,1045,days/week,mean,Mean,2347,5.563187369842888,2.056101333587763,5.410583178368327,5.715791561317449,0.0777705321949982
