feature,mdi,n_encoded_columns,mdi_scaled,rank,model,fold,test_weight_sum,representation
region,0.035418854137421074,14,19.433419091420557,9.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
rural,0.0017807187195689543,1,0.977034802623939,24.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
education,0.02687217165075177,2,14.744073073609421,12.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
indigenous,0.0012620819420729834,1,0.6924720718761255,26.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
born_chile,0.0,1,0.0,27.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
teeth_remaining,0.1822574502757353,1,100.0,1.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
fish,0.027113199560997534,3,14.876318921381962,11.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
dairy_frequency,0.056931896179010434,6,31.2370748591505,4.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
dairy_type,0.013537305280546325,2,7.427573062207269,23.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
wholegrain,0.05648856923196606,5,30.993832705606888,5.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
legumes,0.01811258973364824,3,9.937914585245158,19.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
fruit_days,0.02442696297553787,7,13.40244963296841,14.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
fruit_portions,0.0248050627379476,1,13.609903299108097,13.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
vegetable_days,0.019387071227292683,7,10.637189973832179,18.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
vegetable_portions,0.02036346487690057,1,11.172912188825702,16.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_ingredients,0.01958756019770659,4,10.74719314248761,17.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_nutrition,0.016341886482885905,4,8.966375014114618,20.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_warnings,0.03923777592633465,4,21.528763771781207,8.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_health,0.024333653849720176,4,13.351253302899856,15.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_brand,0.013813019425151075,4,7.578850359342518,22.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
label_discounts,0.013878262422898534,4,7.614647522996871,21.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
water,0.029884119646534483,1,16.396651879702652,10.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
soda_frequency,0.0688455384781261,1,37.7737855840573,3.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
juice_frequency,0.04250463201379695,1,23.321204126082172,6.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
oil,0.00165444646080767,6,0.9077524448546141,25.0,rf_complete_historical,4,2760460.2584929466,"Historical 90-term coding, complete cohort"
age,0.16887658087321525,1,100.0,1.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
sex,0.0322684124154079,1,19.027611092594423,11.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
region,0.061540988972014626,14,36.3784802245193,3.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
rural,0.0033231498797437857,1,1.870752307911692,25.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
education,0.026015707799242276,2,15.321416685488623,15.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
indigenous,0.0021284864632194543,1,1.1626339584139063,26.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
born_chile,0.0001670117211639132,1,0.0,27.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
teeth_remaining,0.13103484893661252,1,77.56989593014877,2.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
fish,0.0296028993500064,3,17.447669255982195,12.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
dairy_frequency,0.04584648962081927,6,27.075807335199954,6.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
dairy_type,0.01565474700013206,2,9.180116668432516,23.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
wholegrain,0.0482522179211831,5,28.501765751462425,5.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
legumes,0.02609627383589916,3,15.36917096348353,14.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
fruit_days,0.04143281907460355,7,24.45967206296898,9.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
fruit_portions,0.04228479516473912,1,24.964667775078063,8.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
vegetable_days,0.024955897986659724,7,14.693230733791129,16.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
vegetable_portions,0.0224291782597703,1,13.195556511997472,19.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_ingredients,0.020505590292752684,4,12.055379356258332,21.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_nutrition,0.024283347106631235,4,14.294586552901578,17.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_warnings,0.029089633299589038,4,17.143438705814187,13.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_health,0.018625593824072934,4,10.941040390111496,22.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_brand,0.023450237709687932,4,13.80077378274836,18.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
label_discounts,0.021565393028401852,4,12.683561113212502,20.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
water,0.04441007137347037,1,26.224392531304442,7.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
soda_frequency,0.05757768400450113,1,34.029292216136966,4.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
juice_frequency,0.03510877547980167,1,20.71119257446868,10.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
oil,0.003473168606658896,6,1.9596735989025453,24.0,rf_complete_historical,5,2793890.080402851,"Historical 90-term coding, complete cohort"
