model,fold,repeat,brier_increase,auc_drop,n_test,test_weight_sum,feature,n_input_columns,representation
rf_complete_modern,1,3,0.0003252585788919016,-0.005824123960659788,997,2854394.5302591324,wholegrain,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,-0.0006124571974686077,-0.0105644590222016,997,2854394.5302591324,wholegrain,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,0.0016233382199920265,0.007418122724895948,997,2854394.5302591324,wholegrain,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,1.2482983277245507e-05,0.001019057264207146,997,2854394.5302591324,legumes,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,-8.674865425892242e-05,-0.003109296567541442,997,2854394.5302591324,legumes,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,0.0008410060162115929,0.004592208232298667,997,2854394.5302591324,legumes,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,0.00028548773089442925,0.002801909308087991,997,2854394.5302591324,legumes,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,-0.0002771445742402734,-0.0007628946340384468,997,2854394.5302591324,legumes,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,-0.0004642041722029422,-0.005839569431766889,997,2854394.5302591324,fruit_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,-0.000351102192527486,-0.0013728395235111934,997,2854394.5302591324,fruit_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,-0.0007121657145675309,-0.007584585518973452,997,2854394.5302591324,fruit_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,-0.0004669433182365734,-0.006277113905291176,997,2854394.5302591324,fruit_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,-0.0006304147702358709,-0.004029886262750693,997,2854394.5302591324,fruit_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,-0.0003698170145671198,-0.0022071856980732107,997,2854394.5302591324,fruit_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,-5.1045006395133985e-05,-0.0013837426227366612,997,2854394.5302591324,fruit_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,-0.0008992980178211818,-0.005573150796689963,997,2854394.5302591324,fruit_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,-0.0005838327071580884,-0.003773664397062948,997,2854394.5302591324,fruit_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,0.00010316281682490325,0.00025854486490295425,997,2854394.5302591324,fruit_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,-0.0005464805227014258,-0.004112296574638741,997,2854394.5302591324,vegetable_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,-0.001530234040339279,-0.008458137060687876,997,2854394.5302591324,vegetable_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,-0.0009010158069001628,-0.00558395705276471,997,2854394.5302591324,vegetable_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,0.000451753777778785,0.004422954979756422,997,2854394.5302591324,vegetable_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,-0.0004101877228006867,-0.004091889745845401,997,2854394.5302591324,vegetable_days,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,-0.00011518669256121994,-0.002424372754441073,997,2854394.5302591324,vegetable_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,-0.0005199318548695098,-0.004568893412341235,997,2854394.5302591324,vegetable_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,-0.00032893541566142437,-0.002298917127836475,997,2854394.5302591324,vegetable_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,-0.0003111166999095749,-0.0018234486139965256,997,2854394.5302591324,vegetable_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,0.0002398071226704379,0.0007509735453933297,997,2854394.5302591324,vegetable_portions,1,"Modern coding, complete cohort"
rf_complete_modern,1,1,1.7623618524809093e-05,0.0018525208151026762,997,2854394.5302591324,label_ingredients,1,"Modern coding, complete cohort"
rf_complete_modern,1,2,8.342502211589053e-05,0.0022658780615162355,997,2854394.5302591324,label_ingredients,1,"Modern coding, complete cohort"
rf_complete_modern,1,3,-0.0002914138019094459,0.0005609933549742818,997,2854394.5302591324,label_ingredients,1,"Modern coding, complete cohort"
rf_complete_modern,1,4,0.0003225963564181533,0.003054370185526012,997,2854394.5302591324,label_ingredients,1,"Modern coding, complete cohort"
rf_complete_modern,1,5,-7.086927639313179e-05,0.0008054598188826922,997,2854394.5302591324,label_ingredients,1,"Modern coding, complete cohort"
