model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
spline_logistic,1,4,"{""C"": 1.0}",0.7090318360173444,"[0.7176861998009554, 0.6978532723490566, 0.7109178993205282]",False
spline_logistic,1,5,"{""C"": 10.0}",0.7118008669628403,"[0.7200972587435552, 0.7003043403861798, 0.7143868159097174]",False
spline_logistic,2,0,"{""C"": 0.0001}",0.6852714442591138,"[0.6863766725693312, 0.6801866488440518, 0.6885368572153173]",False
spline_logistic,2,1,"{""C"": 0.001}",0.6782431430238128,"[0.6883673489258708, 0.6681408591342294, 0.6774563500186292]",True
spline_logistic,2,2,"{""C"": 0.01}",0.6844177950227542,"[0.7071886221107281, 0.6688595536626659, 0.6766194091109342]",False
spline_logistic,2,3,"{""C"": 0.1}",0.7074678922855282,"[0.7304478441026833, 0.6967663459115345, 0.6953901310418642]",False
spline_logistic,2,4,"{""C"": 1.0}",0.7241829466700986,"[0.7418523366817747, 0.7216082334225865, 0.7101379774171473]",False
spline_logistic,2,5,"{""C"": 10.0}",0.7289061077341416,"[0.7442209595984477, 0.7285044793658593, 0.715192543362197]",False
spline_logistic,3,0,"{""C"": 0.0001}",0.6829385927919946,"[0.6807780428416136, 0.6888460015138186, 0.6789763065214162]",False
spline_logistic,3,1,"{""C"": 0.001}",0.6741567034612178,"[0.6715907140377247, 0.6821530553900294, 0.6683729096329927]",True
spline_logistic,3,2,"{""C"": 0.01}",0.6836319806654683,"[0.6797625580680033, 0.6983029767075107, 0.6720373955808616]",False
spline_logistic,3,3,"{""C"": 0.1}",0.7031966946637193,"[0.7012584701834657, 0.7237829876432448, 0.6828338748876738]",False
spline_logistic,3,4,"{""C"": 1.0}",0.715889320760523,"[0.7112664833455549, 0.7431745941447709, 0.6913082834126953]",False
spline_logistic,3,5,"{""C"": 10.0}",0.7196449101398102,"[0.713573761488357, 0.7484250828368616, 0.6951182251032714]",False
spline_logistic,4,0,"{""C"": 0.0001}",0.684953716672092,"[0.6829418991843407, 0.6829439997618392, 0.6888465471605307]",False
spline_logistic,4,1,"{""C"": 0.001}",0.6749690629562417,"[0.6748768839963072, 0.671148739170474, 0.6787132042656701]",True
spline_logistic,4,2,"{""C"": 0.01}",0.6811894778103859,"[0.6872216847974695, 0.6738044035563636, 0.6823438430121961]",False
spline_logistic,4,3,"{""C"": 0.1}",0.7022874954754771,"[0.716887463164542, 0.6919044125325882, 0.6979166140965413]",False
spline_logistic,4,4,"{""C"": 1.0}",0.7160790213455916,"[0.7343636693238756, 0.7019809013596272, 0.7116519327738978]",False
spline_logistic,4,5,"{""C"": 10.0}",0.719913730770831,"[0.738231985146739, 0.703914660676317, 0.7172718358149649]",False
spline_logistic,5,0,"{""C"": 0.0001}",0.682955445831228,"[0.6859822910646117, 0.6836205479307162, 0.6792028768498116]",False
spline_logistic,5,1,"{""C"": 0.001}",0.6708415115153726,"[0.6751115942138138, 0.6724517912296797, 0.6649457897676856]",True
spline_logistic,5,2,"{""C"": 0.01}",0.6745570713602588,"[0.6765002088790377, 0.6784475342829283, 0.6690461705178539]",False
spline_logistic,5,3,"{""C"": 0.1}",0.6952401347306336,"[0.694412619785127, 0.7016431475470966, 0.6903687225269738]",False
spline_logistic,5,4,"{""C"": 1.0}",0.7091625295824672,"[0.7063493509189023, 0.7174423231898889, 0.7046812758122672]",False
spline_logistic,5,5,"{""C"": 10.0}",0.7124375557169137,"[0.7096343684234004, 0.7216244639049139, 0.7071334769006322]",False
random_forest,1,0,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 5}",0.6779725132503271,"[0.6866292929609207, 0.6733521221759768, 0.6733183648118474]",False
random_forest,1,1,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 20}",0.6767475040441367,"[0.6833830039056245, 0.6753339656475219, 0.6710586907143744]",True
random_forest,1,2,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 50}",0.6788744965346503,"[0.684242798589817, 0.6763895403228533, 0.6756092525145336]",False
random_forest,1,3,"{""max_features"": ""sqrt"", ""min_samples_leaf"": 100}",0.6807873974344505,"[0.6854890730180622, 0.678179147669861, 0.678358143948138]",False
random_forest,1,4,"{""max_features"": 0.7, ""min_samples_leaf"": 5}",0.6888368209699197,"[0.7027012004085366, 0.6812839478755778, 0.6815354538971303]",False
random_forest,1,5,"{""max_features"": 0.7, ""min_samples_leaf"": 20}",0.6807837008916954,"[0.6900455476595777, 0.6783864478876267, 0.6732661451480616]",False
random_forest,1,6,"{""max_features"": 0.7, ""min_samples_leaf"": 50}",0.6798622120485702,"[0.6858945573385409, 0.6775535117018253, 0.6757109443611148]",False
